Date,Currency,Exchange
1/3/2018,USD,1.00
1/3/2018,CAD,1.25
1/3/2018,AUD,1.28
1/3/2018,EUR,0.83
1/3/2018,GBP,0.74
1/4/2018,USD,1.00
1/4/2018,CAD,1.25
1/4/2018,AUD,1.28
1/4/2018,EUR,0.83
1/4/2018,GBP,0.74
1/5/2018,USD,1.00
1/5/2018,CAD,1.25
1/5/2018,AUD,1.28
1/5/2018,EUR,0.83
1/5/2018,GBP,0.74
1/6/2018,USD,1.00
1/6/2018,CAD,1.25
1/6/2018,AUD,1.28
1/6/2018,EUR,0.83
1/6/2018,GBP,0.74
1/7/2018,USD,1.00
1/7/2018,CAD,1.25
1/7/2018,AUD,1.28
1/7/2018,EUR,0.83
1/7/2018,GBP,0.74
1/8/2018,USD,1.00
1/8/2018,CAD,1.24
1/8/2018,AUD,1.28
1/8/2018,EUR,0.84
1/8/2018,GBP,0.74
1/9/2018,USD,1.00
1/9/2018,CAD,1.24
1/9/2018,AUD,1.28
1/9/2018,EUR,0.84
1/9/2018,GBP,0.74
1/10/2018,USD,1.00
1/10/2018,CAD,1.25
1/10/2018,AUD,1.27
1/10/2018,EUR,0.83
1/10/2018,GBP,0.74
1/11/2018,USD,1.00
1/11/2018,CAD,1.26
1/11/2018,AUD,1.27
1/11/2018,EUR,0.83
1/11/2018,GBP,0.74
1/12/2018,USD,1.00
1/12/2018,CAD,1.25
1/12/2018,AUD,1.27
1/12/2018,EUR,0.82
1/12/2018,GBP,0.73
1/13/2018,USD,1.00
1/13/2018,CAD,1.25
1/13/2018,AUD,1.27
1/13/2018,EUR,0.82
1/13/2018,GBP,0.73
1/14/2018,USD,1.00
1/14/2018,CAD,1.25
1/14/2018,AUD,1.27
1/14/2018,EUR,0.82
1/14/2018,GBP,0.73
1/15/2018,USD,1.00
1/15/2018,CAD,1.24
1/15/2018,AUD,1.26
1/15/2018,EUR,0.81
1/15/2018,GBP,0.73
1/16/2018,USD,1.00
1/16/2018,CAD,1.24
1/16/2018,AUD,1.26
1/16/2018,EUR,0.82
1/16/2018,GBP,0.73
1/17/2018,USD,1.00
1/17/2018,CAD,1.24
1/17/2018,AUD,1.25
1/17/2018,EUR,0.82
1/17/2018,GBP,0.73
1/18/2018,USD,1.00
1/18/2018,CAD,1.24
1/18/2018,AUD,1.25
1/18/2018,EUR,0.82
1/18/2018,GBP,0.72
1/19/2018,USD,1.00
1/19/2018,CAD,1.24
1/19/2018,AUD,1.25
1/19/2018,EUR,0.82
1/19/2018,GBP,0.72
1/20/2018,USD,1.00
1/20/2018,CAD,1.24
1/20/2018,AUD,1.25
1/20/2018,EUR,0.82
1/20/2018,GBP,0.72
1/21/2018,USD,1.00
1/21/2018,CAD,1.24
1/21/2018,AUD,1.25
1/21/2018,EUR,0.82
1/21/2018,GBP,0.72
1/22/2018,USD,1.00
1/22/2018,CAD,1.25
1/22/2018,AUD,1.25
1/22/2018,EUR,0.82
1/22/2018,GBP,0.72
1/23/2018,USD,1.00
1/23/2018,CAD,1.25
1/23/2018,AUD,1.25
1/23/2018,EUR,0.82
1/23/2018,GBP,0.72
1/24/2018,USD,1.00
1/24/2018,CAD,1.23
1/24/2018,AUD,1.24
1/24/2018,EUR,0.81
1/24/2018,GBP,0.71
1/25/2018,USD,1.00
1/25/2018,CAD,1.23
1/25/2018,AUD,1.24
1/25/2018,EUR,0.81
1/25/2018,GBP,0.70
1/26/2018,USD,1.00
1/26/2018,CAD,1.23
1/26/2018,AUD,1.24
1/26/2018,EUR,0.80
1/26/2018,GBP,0.70
1/27/2018,USD,1.00
1/27/2018,CAD,1.23
1/27/2018,AUD,1.24
1/27/2018,EUR,0.80
1/27/2018,GBP,0.70
1/28/2018,USD,1.00
1/28/2018,CAD,1.23
1/28/2018,AUD,1.24
1/28/2018,EUR,0.80
1/28/2018,GBP,0.70
1/29/2018,USD,1.00
1/29/2018,CAD,1.23
1/29/2018,AUD,1.24
1/29/2018,EUR,0.81
1/29/2018,GBP,0.71
1/30/2018,USD,1.00
1/30/2018,CAD,1.23
1/30/2018,AUD,1.24
1/30/2018,EUR,0.81
1/30/2018,GBP,0.71
1/31/2018,USD,1.00
1/31/2018,CAD,1.23
1/31/2018,AUD,1.23
1/31/2018,EUR,0.80
1/31/2018,GBP,0.71
2/1/2018,USD,1.00
2/1/2018,CAD,1.23
2/1/2018,AUD,1.25
2/1/2018,EUR,0.80
2/1/2018,GBP,0.70
2/2/2018,USD,1.00
2/2/2018,CAD,1.23
2/2/2018,AUD,1.25
2/2/2018,EUR,0.80
2/2/2018,GBP,0.70
2/3/2018,USD,1.00
2/3/2018,CAD,1.23
2/3/2018,AUD,1.25
2/3/2018,EUR,0.80
2/3/2018,GBP,0.70
2/4/2018,USD,1.00
2/4/2018,CAD,1.23
2/4/2018,AUD,1.25
2/4/2018,EUR,0.80
2/4/2018,GBP,0.70
2/5/2018,USD,1.00
2/5/2018,CAD,1.24
2/5/2018,AUD,1.26
2/5/2018,EUR,0.80
2/5/2018,GBP,0.71
2/6/2018,USD,1.00
2/6/2018,CAD,1.26
2/6/2018,AUD,1.28
2/6/2018,EUR,0.81
2/6/2018,GBP,0.72
2/7/2018,USD,1.00
2/7/2018,CAD,1.25
2/7/2018,AUD,1.27
2/7/2018,EUR,0.81
2/7/2018,GBP,0.72
2/8/2018,USD,1.00
2/8/2018,CAD,1.26
2/8/2018,AUD,1.28
2/8/2018,EUR,0.82
2/8/2018,GBP,0.71
2/9/2018,USD,1.00
2/9/2018,CAD,1.26
2/9/2018,AUD,1.28
2/9/2018,EUR,0.81
2/9/2018,GBP,0.72
2/10/2018,USD,1.00
2/10/2018,CAD,1.26
2/10/2018,AUD,1.28
2/10/2018,EUR,0.81
2/10/2018,GBP,0.72
2/11/2018,USD,1.00
2/11/2018,CAD,1.26
2/11/2018,AUD,1.28
2/11/2018,EUR,0.81
2/11/2018,GBP,0.72
2/12/2018,USD,1.00
2/12/2018,CAD,1.26
2/12/2018,AUD,1.28
2/12/2018,EUR,0.82
2/12/2018,GBP,0.72
2/13/2018,USD,1.00
2/13/2018,CAD,1.26
2/13/2018,AUD,1.27
2/13/2018,EUR,0.81
2/13/2018,GBP,0.72
2/14/2018,USD,1.00
2/14/2018,CAD,1.26
2/14/2018,AUD,1.27
2/14/2018,EUR,0.81
2/14/2018,GBP,0.72
2/15/2018,USD,1.00
2/15/2018,CAD,1.25
2/15/2018,AUD,1.26
2/15/2018,EUR,0.80
2/15/2018,GBP,0.71
2/16/2018,USD,1.00
2/16/2018,CAD,1.25
2/16/2018,AUD,1.26
2/16/2018,EUR,0.80
2/16/2018,GBP,0.71
2/17/2018,USD,1.00
2/17/2018,CAD,1.25
2/17/2018,AUD,1.26
2/17/2018,EUR,0.80
2/17/2018,GBP,0.71
2/18/2018,USD,1.00
2/18/2018,CAD,1.25
2/18/2018,AUD,1.26
2/18/2018,EUR,0.80
2/18/2018,GBP,0.71
2/19/2018,USD,1.00
2/19/2018,CAD,1.26
2/19/2018,AUD,1.26
2/19/2018,EUR,0.81
2/19/2018,GBP,0.71
2/20/2018,USD,1.00
2/20/2018,CAD,1.26
2/20/2018,AUD,1.27
2/20/2018,EUR,0.81
2/20/2018,GBP,0.71
2/21/2018,USD,1.00
2/21/2018,CAD,1.27
2/21/2018,AUD,1.27
2/21/2018,EUR,0.81
2/21/2018,GBP,0.72
2/22/2018,USD,1.00
2/22/2018,CAD,1.27
2/22/2018,AUD,1.28
2/22/2018,EUR,0.81
2/22/2018,GBP,0.72
2/23/2018,USD,1.00
2/23/2018,CAD,1.27
2/23/2018,AUD,1.28
2/23/2018,EUR,0.81
2/23/2018,GBP,0.72
2/24/2018,USD,1.00
2/24/2018,CAD,1.27
2/24/2018,AUD,1.28
2/24/2018,EUR,0.81
2/24/2018,GBP,0.72
2/25/2018,USD,1.00
2/25/2018,CAD,1.27
2/25/2018,AUD,1.28
2/25/2018,EUR,0.81
2/25/2018,GBP,0.72
2/26/2018,USD,1.00
2/26/2018,CAD,1.27
2/26/2018,AUD,1.28
2/26/2018,EUR,0.81
2/26/2018,GBP,0.71
2/27/2018,USD,1.00
2/27/2018,CAD,1.27
2/27/2018,AUD,1.28
2/27/2018,EUR,0.81
2/27/2018,GBP,0.72
2/28/2018,USD,1.00
2/28/2018,CAD,1.28
2/28/2018,AUD,1.28
2/28/2018,EUR,0.82
2/28/2018,GBP,0.72
3/1/2018,USD,1.00
3/1/2018,CAD,1.29
3/1/2018,AUD,1.29
3/1/2018,EUR,0.82
3/1/2018,GBP,0.73
3/2/2018,USD,1.00
3/2/2018,CAD,1.29
3/2/2018,AUD,1.29
3/2/2018,EUR,0.81
3/2/2018,GBP,0.73
3/3/2018,USD,1.00
3/3/2018,CAD,1.29
3/3/2018,AUD,1.29
3/3/2018,EUR,0.81
3/3/2018,GBP,0.73
3/4/2018,USD,1.00
3/4/2018,CAD,1.29
3/4/2018,AUD,1.29
3/4/2018,EUR,0.81
3/4/2018,GBP,0.73
3/5/2018,USD,1.00
3/5/2018,CAD,1.29
3/5/2018,AUD,1.29
3/5/2018,EUR,0.81
3/5/2018,GBP,0.72
3/6/2018,USD,1.00
3/6/2018,CAD,1.29
3/6/2018,AUD,1.28
3/6/2018,EUR,0.81
3/6/2018,GBP,0.72
3/7/2018,USD,1.00
3/7/2018,CAD,1.29
3/7/2018,AUD,1.28
3/7/2018,EUR,0.81
3/7/2018,GBP,0.72
3/8/2018,USD,1.00
3/8/2018,CAD,1.29
3/8/2018,AUD,1.28
3/8/2018,EUR,0.81
3/8/2018,GBP,0.72
3/9/2018,USD,1.00
3/9/2018,CAD,1.29
3/9/2018,AUD,1.28
3/9/2018,EUR,0.81
3/9/2018,GBP,0.72
3/10/2018,USD,1.00
3/10/2018,CAD,1.29
3/10/2018,AUD,1.28
3/10/2018,EUR,0.81
3/10/2018,GBP,0.72
3/11/2018,USD,1.00
3/11/2018,CAD,1.29
3/11/2018,AUD,1.28
3/11/2018,EUR,0.81
3/11/2018,GBP,0.72
3/12/2018,USD,1.00
3/12/2018,CAD,1.28
3/12/2018,AUD,1.27
3/12/2018,EUR,0.81
3/12/2018,GBP,0.72
3/13/2018,USD,1.00
3/13/2018,CAD,1.28
3/13/2018,AUD,1.27
3/13/2018,EUR,0.81
3/13/2018,GBP,0.72
3/14/2018,USD,1.00
3/14/2018,CAD,1.29
3/14/2018,AUD,1.26
3/14/2018,EUR,0.81
3/14/2018,GBP,0.72
3/15/2018,USD,1.00
3/15/2018,CAD,1.30
3/15/2018,AUD,1.28
3/15/2018,EUR,0.81
3/15/2018,GBP,0.72
3/16/2018,USD,1.00
3/16/2018,CAD,1.31
3/16/2018,AUD,1.29
3/16/2018,EUR,0.81
3/16/2018,GBP,0.72
3/17/2018,USD,1.00
3/17/2018,CAD,1.31
3/17/2018,AUD,1.29
3/17/2018,EUR,0.81
3/17/2018,GBP,0.72
3/18/2018,USD,1.00
3/18/2018,CAD,1.31
3/18/2018,AUD,1.29
3/18/2018,EUR,0.81
3/18/2018,GBP,0.72
3/19/2018,USD,1.00
3/19/2018,CAD,1.31
3/19/2018,AUD,1.30
3/19/2018,EUR,0.81
3/19/2018,GBP,0.71
3/20/2018,USD,1.00
3/20/2018,CAD,1.31
3/20/2018,AUD,1.30
3/20/2018,EUR,0.81
3/20/2018,GBP,0.71
3/21/2018,USD,1.00
3/21/2018,CAD,1.30
3/21/2018,AUD,1.30
3/21/2018,EUR,0.81
3/21/2018,GBP,0.71
3/22/2018,USD,1.00
3/22/2018,CAD,1.29
3/22/2018,AUD,1.30
3/22/2018,EUR,0.81
3/22/2018,GBP,0.71
3/23/2018,USD,1.00
3/23/2018,CAD,1.29
3/23/2018,AUD,1.29
3/23/2018,EUR,0.81
3/23/2018,GBP,0.71
3/24/2018,USD,1.00
3/24/2018,CAD,1.29
3/24/2018,AUD,1.29
3/24/2018,EUR,0.81
3/24/2018,GBP,0.71
3/25/2018,USD,1.00
3/25/2018,CAD,1.29
3/25/2018,AUD,1.29
3/25/2018,EUR,0.81
3/25/2018,GBP,0.71
3/26/2018,USD,1.00
3/26/2018,CAD,1.29
3/26/2018,AUD,1.29
3/26/2018,EUR,0.81
3/26/2018,GBP,0.70
3/27/2018,USD,1.00
3/27/2018,CAD,1.29
3/27/2018,AUD,1.30
3/27/2018,EUR,0.81
3/27/2018,GBP,0.71
3/28/2018,USD,1.00
3/28/2018,CAD,1.29
3/28/2018,AUD,1.30
3/28/2018,EUR,0.81
3/28/2018,GBP,0.71
3/29/2018,USD,1.00
3/29/2018,CAD,1.29
3/29/2018,AUD,1.30
3/29/2018,EUR,0.81
3/29/2018,GBP,0.71
3/30/2018,USD,1.00
3/30/2018,CAD,1.29
3/30/2018,AUD,1.30
3/30/2018,EUR,0.81
3/30/2018,GBP,0.71
3/31/2018,USD,1.00
3/31/2018,CAD,1.29
3/31/2018,AUD,1.30
3/31/2018,EUR,0.81
3/31/2018,GBP,0.71
4/1/2018,USD,1.00
4/1/2018,CAD,1.29
4/1/2018,AUD,1.30
4/1/2018,EUR,0.81
4/1/2018,GBP,0.71
4/2/2018,USD,1.00
4/2/2018,CAD,1.29
4/2/2018,AUD,1.30
4/2/2018,EUR,0.81
4/2/2018,GBP,0.71
4/3/2018,USD,1.00
4/3/2018,CAD,1.29
4/3/2018,AUD,1.30
4/3/2018,EUR,0.81
4/3/2018,GBP,0.71
4/4/2018,USD,1.00
4/4/2018,CAD,1.28
4/4/2018,AUD,1.30
4/4/2018,EUR,0.81
4/4/2018,GBP,0.71
4/5/2018,USD,1.00
4/5/2018,CAD,1.28
4/5/2018,AUD,1.30
4/5/2018,EUR,0.82
4/5/2018,GBP,0.71
4/6/2018,USD,1.00
4/6/2018,CAD,1.28
4/6/2018,AUD,1.30
4/6/2018,EUR,0.82
4/6/2018,GBP,0.71
4/7/2018,USD,1.00
4/7/2018,CAD,1.28
4/7/2018,AUD,1.30
4/7/2018,EUR,0.82
4/7/2018,GBP,0.71
4/8/2018,USD,1.00
4/8/2018,CAD,1.28
4/8/2018,AUD,1.30
4/8/2018,EUR,0.82
4/8/2018,GBP,0.71
4/9/2018,USD,1.00
4/9/2018,CAD,1.28
4/9/2018,AUD,1.30
4/9/2018,EUR,0.81
4/9/2018,GBP,0.71
4/10/2018,USD,1.00
4/10/2018,CAD,1.27
4/10/2018,AUD,1.29
4/10/2018,EUR,0.81
4/10/2018,GBP,0.71
4/11/2018,USD,1.00
4/11/2018,CAD,1.26
4/11/2018,AUD,1.29
4/11/2018,EUR,0.81
4/11/2018,GBP,0.71
4/12/2018,USD,1.00
4/12/2018,CAD,1.26
4/12/2018,AUD,1.29
4/12/2018,EUR,0.81
4/12/2018,GBP,0.70
4/13/2018,USD,1.00
4/13/2018,CAD,1.26
4/13/2018,AUD,1.28
4/13/2018,EUR,0.81
4/13/2018,GBP,0.70
4/14/2018,USD,1.00
4/14/2018,CAD,1.26
4/14/2018,AUD,1.28
4/14/2018,EUR,0.81
4/14/2018,GBP,0.70
4/15/2018,USD,1.00
4/15/2018,CAD,1.26
4/15/2018,AUD,1.28
4/15/2018,EUR,0.81
4/15/2018,GBP,0.70
4/16/2018,USD,1.00
4/16/2018,CAD,1.26
4/16/2018,AUD,1.29
4/16/2018,EUR,0.81
4/16/2018,GBP,0.70
4/17/2018,USD,1.00
4/17/2018,CAD,1.26
4/17/2018,AUD,1.29
4/17/2018,EUR,0.81
4/17/2018,GBP,0.70
4/18/2018,USD,1.00
4/18/2018,CAD,1.26
4/18/2018,AUD,1.29
4/18/2018,EUR,0.81
4/18/2018,GBP,0.70
4/19/2018,USD,1.00
4/19/2018,CAD,1.26
4/19/2018,AUD,1.28
4/19/2018,EUR,0.81
4/19/2018,GBP,0.70
4/20/2018,USD,1.00
4/20/2018,CAD,1.26
4/20/2018,AUD,1.30
4/20/2018,EUR,0.81
4/20/2018,GBP,0.71
4/21/2018,USD,1.00
4/21/2018,CAD,1.26
4/21/2018,AUD,1.30
4/21/2018,EUR,0.81
4/21/2018,GBP,0.71
4/22/2018,USD,1.00
4/22/2018,CAD,1.26
4/22/2018,AUD,1.30
4/22/2018,EUR,0.81
4/22/2018,GBP,0.71
4/23/2018,USD,1.00
4/23/2018,CAD,1.28
4/23/2018,AUD,1.31
4/23/2018,EUR,0.82
4/23/2018,GBP,0.72
4/24/2018,USD,1.00
4/24/2018,CAD,1.28
4/24/2018,AUD,1.31
4/24/2018,EUR,0.82
4/24/2018,GBP,0.72
4/25/2018,USD,1.00
4/25/2018,CAD,1.29
4/25/2018,AUD,1.32
4/25/2018,EUR,0.82
4/25/2018,GBP,0.72
4/26/2018,USD,1.00
4/26/2018,CAD,1.28
4/26/2018,AUD,1.32
4/26/2018,EUR,0.82
4/26/2018,GBP,0.72
4/27/2018,USD,1.00
4/27/2018,CAD,1.29
4/27/2018,AUD,1.32
4/27/2018,EUR,0.83
4/27/2018,GBP,0.73
4/28/2018,USD,1.00
4/28/2018,CAD,1.29
4/28/2018,AUD,1.32
4/28/2018,EUR,0.83
4/28/2018,GBP,0.73
4/29/2018,USD,1.00
4/29/2018,CAD,1.29
4/29/2018,AUD,1.32
4/29/2018,EUR,0.83
4/29/2018,GBP,0.73
4/30/2018,USD,1.00
4/30/2018,CAD,1.29
4/30/2018,AUD,1.33
4/30/2018,EUR,0.83
4/30/2018,GBP,0.73
5/1/2018,USD,1.00
5/1/2018,CAD,1.29
5/1/2018,AUD,1.33
5/1/2018,EUR,0.83
5/1/2018,GBP,0.73
5/2/2018,USD,1.00
5/2/2018,CAD,1.28
5/2/2018,AUD,1.33
5/2/2018,EUR,0.83
5/2/2018,GBP,0.73
5/3/2018,USD,1.00
5/3/2018,CAD,1.28
5/3/2018,AUD,1.33
5/3/2018,EUR,0.83
5/3/2018,GBP,0.74
5/4/2018,USD,1.00
5/4/2018,CAD,1.29
5/4/2018,AUD,1.33
5/4/2018,EUR,0.84
5/4/2018,GBP,0.74
5/5/2018,USD,1.00
5/5/2018,CAD,1.29
5/5/2018,AUD,1.33
5/5/2018,EUR,0.84
5/5/2018,GBP,0.74
5/6/2018,USD,1.00
5/6/2018,CAD,1.29
5/6/2018,AUD,1.33
5/6/2018,EUR,0.84
5/6/2018,GBP,0.74
5/7/2018,USD,1.00
5/7/2018,CAD,1.29
5/7/2018,AUD,1.33
5/7/2018,EUR,0.84
5/7/2018,GBP,0.74
5/8/2018,USD,1.00
5/8/2018,CAD,1.30
5/8/2018,AUD,1.34
5/8/2018,EUR,0.84
5/8/2018,GBP,0.74
5/9/2018,USD,1.00
5/9/2018,CAD,1.29
5/9/2018,AUD,1.34
5/9/2018,EUR,0.84
5/9/2018,GBP,0.74
5/10/2018,USD,1.00
5/10/2018,CAD,1.28
5/10/2018,AUD,1.34
5/10/2018,EUR,0.84
5/10/2018,GBP,0.74
5/11/2018,USD,1.00
5/11/2018,CAD,1.27
5/11/2018,AUD,1.32
5/11/2018,EUR,0.84
5/11/2018,GBP,0.74
5/12/2018,USD,1.00
5/12/2018,CAD,1.27
5/12/2018,AUD,1.32
5/12/2018,EUR,0.84
5/12/2018,GBP,0.74
5/13/2018,USD,1.00
5/13/2018,CAD,1.27
5/13/2018,AUD,1.32
5/13/2018,EUR,0.84
5/13/2018,GBP,0.74
5/14/2018,USD,1.00
5/14/2018,CAD,1.28
5/14/2018,AUD,1.32
5/14/2018,EUR,0.83
5/14/2018,GBP,0.74
5/15/2018,USD,1.00
5/15/2018,CAD,1.28
5/15/2018,AUD,1.33
5/15/2018,EUR,0.84
5/15/2018,GBP,0.74
5/16/2018,USD,1.00
5/16/2018,CAD,1.29
5/16/2018,AUD,1.34
5/16/2018,EUR,0.85
5/16/2018,GBP,0.74
5/17/2018,USD,1.00
5/17/2018,CAD,1.28
5/17/2018,AUD,1.33
5/17/2018,EUR,0.85
5/17/2018,GBP,0.74
5/18/2018,USD,1.00
5/18/2018,CAD,1.28
5/18/2018,AUD,1.33
5/18/2018,EUR,0.85
5/18/2018,GBP,0.74
5/19/2018,USD,1.00
5/19/2018,CAD,1.28
5/19/2018,AUD,1.33
5/19/2018,EUR,0.85
5/19/2018,GBP,0.74
5/20/2018,USD,1.00
5/20/2018,CAD,1.28
5/20/2018,AUD,1.33
5/20/2018,EUR,0.85
5/20/2018,GBP,0.74
5/21/2018,USD,1.00
5/21/2018,CAD,1.29
5/21/2018,AUD,1.33
5/21/2018,EUR,0.85
5/21/2018,GBP,0.75
5/22/2018,USD,1.00
5/22/2018,CAD,1.28
5/22/2018,AUD,1.32
5/22/2018,EUR,0.85
5/22/2018,GBP,0.74
5/23/2018,USD,1.00
5/23/2018,CAD,1.29
5/23/2018,AUD,1.33
5/23/2018,EUR,0.85
5/23/2018,GBP,0.75
5/24/2018,USD,1.00
5/24/2018,CAD,1.29
5/24/2018,AUD,1.32
5/24/2018,EUR,0.85
5/24/2018,GBP,0.75
5/25/2018,USD,1.00
5/25/2018,CAD,1.30
5/25/2018,AUD,1.32
5/25/2018,EUR,0.86
5/25/2018,GBP,0.75
5/26/2018,USD,1.00
5/26/2018,CAD,1.30
5/26/2018,AUD,1.32
5/26/2018,EUR,0.86
5/26/2018,GBP,0.75
5/27/2018,USD,1.00
5/27/2018,CAD,1.30
5/27/2018,AUD,1.32
5/27/2018,EUR,0.86
5/27/2018,GBP,0.75
5/28/2018,USD,1.00
5/28/2018,CAD,1.30
5/28/2018,AUD,1.32
5/28/2018,EUR,0.86
5/28/2018,GBP,0.75
5/29/2018,USD,1.00
5/29/2018,CAD,1.30
5/29/2018,AUD,1.33
5/29/2018,EUR,0.87
5/29/2018,GBP,0.75
5/30/2018,USD,1.00
5/30/2018,CAD,1.30
5/30/2018,AUD,1.32
5/30/2018,EUR,0.86
5/30/2018,GBP,0.75
5/31/2018,USD,1.00
5/31/2018,CAD,1.29
5/31/2018,AUD,1.32
5/31/2018,EUR,0.85
5/31/2018,GBP,0.75
6/1/2018,USD,1.00
6/1/2018,CAD,1.30
6/1/2018,AUD,1.33
6/1/2018,EUR,0.86
6/1/2018,GBP,0.75
6/2/2018,USD,1.00
6/2/2018,CAD,1.30
6/2/2018,AUD,1.33
6/2/2018,EUR,0.86
6/2/2018,GBP,0.75
6/3/2018,USD,1.00
6/3/2018,CAD,1.30
6/3/2018,AUD,1.33
6/3/2018,EUR,0.86
6/3/2018,GBP,0.75
6/4/2018,USD,1.00
6/4/2018,CAD,1.29
6/4/2018,AUD,1.30
6/4/2018,EUR,0.85
6/4/2018,GBP,0.75
6/5/2018,USD,1.00
6/5/2018,CAD,1.30
6/5/2018,AUD,1.31
6/5/2018,EUR,0.86
6/5/2018,GBP,0.75
6/6/2018,USD,1.00
6/6/2018,CAD,1.29
6/6/2018,AUD,1.31
6/6/2018,EUR,0.85
6/6/2018,GBP,0.75
6/7/2018,USD,1.00
6/7/2018,CAD,1.29
6/7/2018,AUD,1.31
6/7/2018,EUR,0.84
6/7/2018,GBP,0.74
6/8/2018,USD,1.00
6/8/2018,CAD,1.30
6/8/2018,AUD,1.32
6/8/2018,EUR,0.85
6/8/2018,GBP,0.75
6/9/2018,USD,1.00
6/9/2018,CAD,1.30
6/9/2018,AUD,1.32
6/9/2018,EUR,0.85
6/9/2018,GBP,0.75
6/10/2018,USD,1.00
6/10/2018,CAD,1.30
6/10/2018,AUD,1.32
6/10/2018,EUR,0.85
6/10/2018,GBP,0.75
6/11/2018,USD,1.00
6/11/2018,CAD,1.30
6/11/2018,AUD,1.31
6/11/2018,EUR,0.85
6/11/2018,GBP,0.75
6/12/2018,USD,1.00
6/12/2018,CAD,1.30
6/12/2018,AUD,1.32
6/12/2018,EUR,0.85
6/12/2018,GBP,0.75
6/13/2018,USD,1.00
6/13/2018,CAD,1.30
6/13/2018,AUD,1.32
6/13/2018,EUR,0.85
6/13/2018,GBP,0.75
6/14/2018,USD,1.00
6/14/2018,CAD,1.30
6/14/2018,AUD,1.32
6/14/2018,EUR,0.85
6/14/2018,GBP,0.75
6/15/2018,USD,1.00
6/15/2018,CAD,1.31
6/15/2018,AUD,1.34
6/15/2018,EUR,0.86
6/15/2018,GBP,0.75
6/16/2018,USD,1.00
6/16/2018,CAD,1.31
6/16/2018,AUD,1.34
6/16/2018,EUR,0.86
6/16/2018,GBP,0.75
6/17/2018,USD,1.00
6/17/2018,CAD,1.31
6/17/2018,AUD,1.34
6/17/2018,EUR,0.86
6/17/2018,GBP,0.75
6/18/2018,USD,1.00
6/18/2018,CAD,1.32
6/18/2018,AUD,1.34
6/18/2018,EUR,0.86
6/18/2018,GBP,0.75
6/19/2018,USD,1.00
6/19/2018,CAD,1.33
6/19/2018,AUD,1.36
6/19/2018,EUR,0.87
6/19/2018,GBP,0.76
6/20/2018,USD,1.00
6/20/2018,CAD,1.33
6/20/2018,AUD,1.36
6/20/2018,EUR,0.86
6/20/2018,GBP,0.76
6/21/2018,USD,1.00
6/21/2018,CAD,1.33
6/21/2018,AUD,1.36
6/21/2018,EUR,0.87
6/21/2018,GBP,0.76
6/22/2018,USD,1.00
6/22/2018,CAD,1.33
6/22/2018,AUD,1.35
6/22/2018,EUR,0.86
6/22/2018,GBP,0.75
6/23/2018,USD,1.00
6/23/2018,CAD,1.33
6/23/2018,AUD,1.35
6/23/2018,EUR,0.86
6/23/2018,GBP,0.75
6/24/2018,USD,1.00
6/24/2018,CAD,1.33
6/24/2018,AUD,1.35
6/24/2018,EUR,0.86
6/24/2018,GBP,0.75
6/25/2018,USD,1.00
6/25/2018,CAD,1.33
6/25/2018,AUD,1.35
6/25/2018,EUR,0.85
6/25/2018,GBP,0.75
6/26/2018,USD,1.00
6/26/2018,CAD,1.33
6/26/2018,AUD,1.35
6/26/2018,EUR,0.86
6/26/2018,GBP,0.76
6/27/2018,USD,1.00
6/27/2018,CAD,1.33
6/27/2018,AUD,1.35
6/27/2018,EUR,0.86
6/27/2018,GBP,0.76
6/28/2018,USD,1.00
6/28/2018,CAD,1.33
6/28/2018,AUD,1.36
6/28/2018,EUR,0.86
6/28/2018,GBP,0.76
6/29/2018,USD,1.00
6/29/2018,CAD,1.32
6/29/2018,AUD,1.35
6/29/2018,EUR,0.86
6/29/2018,GBP,0.76
6/30/2018,USD,1.00
6/30/2018,CAD,1.32
6/30/2018,AUD,1.35
6/30/2018,EUR,0.86
6/30/2018,GBP,0.76
7/1/2018,USD,1.00
7/1/2018,CAD,1.32
7/1/2018,AUD,1.35
7/1/2018,EUR,0.86
7/1/2018,GBP,0.76
7/2/2018,USD,1.00
7/2/2018,CAD,1.32
7/2/2018,AUD,1.36
7/2/2018,EUR,0.86
7/2/2018,GBP,0.76
7/3/2018,USD,1.00
7/3/2018,CAD,1.32
7/3/2018,AUD,1.35
7/3/2018,EUR,0.86
7/3/2018,GBP,0.76
7/4/2018,USD,1.00
7/4/2018,CAD,1.31
7/4/2018,AUD,1.35
7/4/2018,EUR,0.86
7/4/2018,GBP,0.76
7/5/2018,USD,1.00
7/5/2018,CAD,1.31
7/5/2018,AUD,1.35
7/5/2018,EUR,0.85
7/5/2018,GBP,0.75
7/6/2018,USD,1.00
7/6/2018,CAD,1.31
7/6/2018,AUD,1.35
7/6/2018,EUR,0.85
7/6/2018,GBP,0.76
7/7/2018,USD,1.00
7/7/2018,CAD,1.31
7/7/2018,AUD,1.35
7/7/2018,EUR,0.85
7/7/2018,GBP,0.76
7/8/2018,USD,1.00
7/8/2018,CAD,1.31
7/8/2018,AUD,1.35
7/8/2018,EUR,0.85
7/8/2018,GBP,0.76
7/9/2018,USD,1.00
7/9/2018,CAD,1.31
7/9/2018,AUD,1.34
7/9/2018,EUR,0.85
7/9/2018,GBP,0.75
7/10/2018,USD,1.00
7/10/2018,CAD,1.31
7/10/2018,AUD,1.34
7/10/2018,EUR,0.85
7/10/2018,GBP,0.75
